Column1,id_user,id_post,date,time,half_day,views,reposts,likes,comments,id_post_origin,link_clicks,donation_tag,donation_val,house_buy
725,335787,339715548,11/11/2017,00:46,pm,102,0,45,9,986982066,FALSE,FALSE,0,FALSE
726,831089,390738497,11/11/2017,04:31,pm,47,1,14,0,455703658,FALSE,FALSE,0,FALSE
727,420178,515660165,11/11/2017,08:14,pm,86,3,43,0,509376048,FALSE,FALSE,0,FALSE
728,885979,388469757,11/11/2017,06:03,pm,22,0,3,0,241597185,FALSE,FALSE,0,FALSE
729,133299,904252117,11/11/2017,08:00,pm,168,2,16,16,916814186,FALSE,FALSE,0,FALSE
730,139207,786571558,11/11/2017,04:40,pm,24,0,7,1,328380402,FALSE,FALSE,0,FALSE
731,364092,810524825,11/11/2017,04:03,pm,0,0,0,0,986090507,FALSE,FALSE,0,FALSE
732,129049,402538915,11/11/2017,10:40,pm,41,0,6,1,739652923,FALSE,FALSE,0,FALSE
733,933502,771417219,11/11/2017,11:17,pm,223,0,11,22,760062606,FALSE,FALSE,0,FALSE
734,753737,831627934,11/11/2017,09:57,pm,53,2,26,1,914472279,FALSE,FALSE,0,FALSE
735,428937,712116165,11/11/2017,02:57,pm,52,1,15,4,304132499,FALSE,FALSE,0,FALSE
736,165857,182824238,11/11/2017,12:16,pm,5,3,1,0,118809804,FALSE,FALSE,0,FALSE
737,326414,262471809,11/11/2017,03:57,pm,101,2,35,1,624251203,FALSE,FALSE,0,FALSE
738,454425,733619511,11/11/2017,01:36,pm,93,1,9,4,571156288,FALSE,FALSE,0,FALSE
739,820107,371697246,11/11/2017,11:12,pm,20,0,8,0,842318862,TRUE,FALSE,0,FALSE
740,190760,412477662,11/11/2017,11:40,pm,58,0,11,2,941896953,FALSE,FALSE,0,FALSE
741,888973,293855483,11/11/2017,02:15,pm,104,0,41,9,399001756,FALSE,FALSE,0,FALSE
742,835663,857507899,11/11/2017,05:56,pm,14,1,5,1,290214736,FALSE,FALSE,0,FALSE
743,177794,231375669,11/11/2017,10:00,pm,7,0,3,0,756539339,FALSE,FALSE,0,FALSE
744,380367,306073946,11/11/2017,09:26,pm,33,3,1,1,254052052,FALSE,FALSE,0,FALSE
745,784981,613780568,11/11/2017,08:42,pm,0,0,0,0,219995864,FALSE,FALSE,0,FALSE
746,812001,709795418,11/11/2017,08:41,pm,62,0,31,2,608141865,FALSE,FALSE,0,FALSE
747,841593,358225295,11/11/2017,00:15,pm,154,0,7,1,382546485,FALSE,FALSE,0,FALSE
748,112448,330280998,11/11/2017,04:30,pm,29,3,2,1,421180437,FALSE,FALSE,0,FALSE
749,191254,829009502,11/11/2017,07:47,pm,39,3,5,2,789592835,FALSE,FALSE,0,FALSE
750,803398,497735999,11/11/2017,03:03,pm,130,2,32,13,908552405,FALSE,FALSE,0,FALSE
751,162521,215534491,11/11/2017,06:16,pm,41,1,6,4,547874736,FALSE,FALSE,0,FALSE
752,539662,865474257,11/11/2017,01:06,pm,164,3,65,1,564289268,FALSE,FALSE,0,FALSE
753,291810,798742487,11/11/2017,04:03,pm,105,1,26,7,898404734,FALSE,FALSE,0,FALSE
754,931187,284619247,11/11/2017,12:19,pm,185,0,37,3,139299450,FALSE,FALSE,0,FALSE
755,154953,245065382,11/11/2017,03:11,pm,45,1,9,1,145497977,FALSE,FALSE,0,FALSE
756,629727,367195266,11/11/2017,05:12,pm,139,3,48,12,555044039,TRUE,FALSE,0,FALSE
757,956157,644999654,11/11/2017,10:43,pm,24,2,6,0,375533698,FALSE,FALSE,0,FALSE
758,935010,365167097,11/11/2017,12:43,pm,15,1,4,0,263883295,FALSE,FALSE,0,FALSE
759,461238,271681131,11/11/2017,03:18,pm,2,2,0,0,859840455,TRUE,FALSE,0,FALSE
760,532373,331106427,11/11/2017,03:00,pm,74,2,33,7,630555393,TRUE,TRUE,15,FALSE
761,221283,868930588,11/11/2017,08:12,pm,262,1,131,23,284279093,FALSE,FALSE,0,FALSE
762,334502,213506717,11/11/2017,06:52,pm,143,0,14,10,607336548,FALSE,FALSE,0,FALSE
763,235423,982468080,11/11/2017,02:34,pm,175,1,43,12,639996346,FALSE,FALSE,0,FALSE
764,186763,922688114,11/11/2017,02:10,pm,153,1,68,12,540875198,FALSE,FALSE,0,FALSE
765,967078,318598108,11/11/2017,07:47,pm,22,4,4,0,734226185,FALSE,FALSE,0,FALSE
766,243998,222857602,11/11/2017,01:49,pm,124,3,43,7,417276896,TRUE,FALSE,0,FALSE
767,512690,977636527,11/11/2017,01:27,pm,160,0,24,4,925500705,FALSE,FALSE,0,FALSE
768,229278,404622210,11/11/2017,08:57,pm,57,0,22,0,644229431,FALSE,FALSE,0,FALSE
769,626057,397542224,11/11/2017,09:38,pm,130,0,13,3,296690880,FALSE,FALSE,0,FALSE
770,348037,454280946,11/11/2017,07:51,pm,203,0,91,4,787453720,FALSE,FALSE,0,FALSE
771,605839,841100670,11/11/2017,05:46,pm,13,0,3,1,387251342,FALSE,FALSE,0,FALSE
772,194575,424798858,11/11/2017,10:09,pm,11,1,3,0,284279093,FALSE,FALSE,0,FALSE
773,910959,305793466,11/11/2017,09:35,pm,78,2,15,1,555044039,FALSE,FALSE,0,FALSE
774,325161,798449726,11/11/2017,11:53,pm,22,2,7,2,272150657,FALSE,FALSE,0,FALSE
775,746776,418804463,11/11/2017,10:57,pm,74,0,14,4,621291253,TRUE,FALSE,0,FALSE
776,403418,170776503,11/11/2017,12:05,pm,99,0,4,8,699718449,FALSE,FALSE,0,FALSE
777,739557,610545105,11/11/2017,12:56,pm,37,1,12,1,958940260,FALSE,FALSE,0,FALSE
778,355385,499695471,11/11/2017,12:29,pm,90,0,4,9,488071396,FALSE,FALSE,0,FALSE
779,810950,560081383,11/11/2017,10:10,pm,184,1,9,7,823033167,FALSE,FALSE,0,FALSE
780,975905,764152246,11/11/2017,03:18,pm,56,0,22,5,534828055,FALSE,FALSE,0,FALSE
781,409222,759191307,11/11/2017,00:09,pm,137,1,41,13,417276896,FALSE,FALSE,0,FALSE
782,800051,702362788,11/11/2017,08:25,pm,8,0,1,0,603361637,TRUE,FALSE,0,FALSE
783,201743,900618363,11/11/2017,12:30,pm,144,1,21,4,528078611,FALSE,FALSE,0,FALSE
784,433766,308638975,11/11/2017,11:54,pm,156,1,7,3,589365989,FALSE,FALSE,0,FALSE
785,511153,122669853,11/11/2017,10:34,pm,130,0,32,3,125958793,FALSE,FALSE,0,FALSE
786,343223,428105716,11/11/2017,07:20,pm,51,2,17,0,787453720,FALSE,FALSE,0,FALSE
787,671552,951527147,11/11/2017,02:58,pm,126,0,56,1,179012955,FALSE,FALSE,0,FALSE
788,485663,565776936,11/11/2017,03:20,pm,24,1,1,2,185596874,FALSE,FALSE,0,FALSE
789,502220,853941609,11/11/2017,11:31,pm,21,0,2,1,899443825,FALSE,FALSE,0,FALSE
790,989845,776411235,11/11/2017,11:58,pm,64,2,6,4,439191690,FALSE,FALSE,0,FALSE
791,724119,434269794,11/11/2017,11:49,pm,25,0,1,2,287554630,FALSE,FALSE,0,FALSE
792,707549,386090216,11/11/2017,02:57,pm,154,1,53,3,118809804,TRUE,FALSE,0,FALSE
793,172386,980052722,11/11/2017,06:27,pm,19,2,9,1,466481725,FALSE,FALSE,0,FALSE
794,687885,716551074,11/11/2017,02:47,pm,76,1,15,7,858034003,FALSE,FALSE,0,FALSE
795,147181,548353538,11/11/2017,04:05,pm,115,2,51,11,770436889,FALSE,FALSE,0,FALSE
796,328033,609978735,11/11/2017,08:31,pm,93,0,41,5,285121837,FALSE,FALSE,0,FALSE
797,932670,995863931,11/11/2017,01:17,pm,11,1,3,0,824696317,FALSE,FALSE,0,FALSE
798,333404,356902953,11/11/2017,08:54,pm,137,1,6,6,215885449,FALSE,FALSE,0,FALSE
799,939314,948463618,11/11/2017,07:14,pm,118,1,47,7,130002286,FALSE,FALSE,0,FALSE
800,180738,860583817,11/11/2017,10:04,pm,172,1,43,5,122361946,FALSE,FALSE,0,FALSE
801,158053,436290728,11/11/2017,08:36,pm,9,1,2,0,620222338,FALSE,FALSE,0,FALSE
802,954331,505990352,11/11/2017,06:17,pm,156,1,39,15,451132706,FALSE,FALSE,0,FALSE
803,662339,278923845,11/11/2017,02:19,pm,100,1,40,5,986090507,FALSE,FALSE,0,FALSE
804,433905,986780724,11/11/2017,08:56,pm,75,2,33,7,199628038,FALSE,FALSE,0,FALSE
805,718458,373283585,11/11/2017,09:45,pm,164,2,41,14,347665311,FALSE,FALSE,0,FALSE
806,478685,964528297,11/11/2017,02:23,pm,6,0,1,0,488331634,FALSE,FALSE,0,FALSE
807,758926,617022283,11/11/2017,08:06,pm,133,2,26,11,490392689,FALSE,FALSE,0,FALSE
808,689018,919601870,11/11/2017,10:35,pm,29,1,10,0,191790917,TRUE,FALSE,0,FALSE
809,957326,367072395,11/11/2017,03:08,pm,43,0,6,0,698593007,FALSE,FALSE,0,FALSE
810,908152,135671162,11/11/2017,12:47,pm,177,1,26,5,536837952,FALSE,FALSE,0,FALSE
811,702180,555243818,11/11/2017,08:32,pm,66,1,19,1,620222338,FALSE,FALSE,0,FALSE
812,944680,689420006,11/11/2017,07:59,pm,74,1,7,1,796066273,TRUE,FALSE,0,FALSE
813,638936,764986434,11/11/2017,06:01,pm,185,0,9,14,359098580,FALSE,FALSE,0,FALSE
814,258220,785744881,11/11/2017,03:27,pm,134,2,53,2,780973707,FALSE,FALSE,0,FALSE
815,561198,951558690,11/11/2017,02:18,pm,13,4,5,0,954140561,TRUE,TRUE,45,FALSE
816,372481,146029415,11/11/2017,02:00,pm,25,1,5,1,241597185,FALSE,FALSE,0,FALSE
817,537343,764049215,11/11/2017,10:16,pm,101,0,5,10,844989061,TRUE,FALSE,0,FALSE
818,336864,525121980,11/11/2017,11:03,pm,94,0,23,0,960427462,FALSE,FALSE,0,FALSE
819,191106,462338957,11/11/2017,12:55,pm,1,1,0,0,863593659,FALSE,FALSE,0,FALSE
820,155892,767751914,11/11/2017,04:12,pm,22,1,5,0,238391065,FALSE,FALSE,0,FALSE
821,456218,824356691,11/11/2017,06:30,pm,92,1,13,2,831951526,TRUE,FALSE,0,FALSE
822,590514,905230356,11/11/2017,10:45,pm,125,2,62,3,429683459,TRUE,FALSE,0,FALSE
823,483949,735080883,11/11/2017,12:03,pm,147,3,44,2,506232123,FALSE,FALSE,0,FALSE
824,631436,866122163,11/11/2017,03:50,pm,9,0,2,0,294266062,FALSE,FALSE,0,FALSE
825,126199,334366715,11/11/2017,09:24,pm,216,1,10,4,588261277,TRUE,FALSE,0,FALSE
826,404366,166202536,11/11/2017,04:09,pm,147,1,7,2,916814186,FALSE,FALSE,0,FALSE
827,131847,491197925,11/11/2017,05:23,pm,187,2,46,14,673179308,FALSE,FALSE,0,FALSE
828,328221,669888136,11/11/2017,12:30,pm,131,1,19,10,741621458,FALSE,FALSE,0,FALSE
829,816570,275524072,11/11/2017,07:10,pm,13,1,1,1,194393365,FALSE,FALSE,0,FALSE
830,934246,906771887,11/11/2017,01:07,pm,215,0,32,10,913385829,FALSE,FALSE,0,FALSE
831,716671,347582724,11/11/2017,08:36,pm,84,2,25,3,775238146,FALSE,FALSE,0,FALSE
832,476267,301543599,11/11/2017,02:58,pm,68,1,34,6,272150657,TRUE,FALSE,0,FALSE
833,445778,546892782,11/11/2017,06:21,pm,240,2,96,12,255210644,FALSE,FALSE,0,FALSE
834,248129,890176021,11/11/2017,04:16,pm,86,0,8,2,260460335,FALSE,FALSE,0,FALSE
835,592809,753666482,11/11/2017,04:25,pm,40,2,2,3,631042121,FALSE,FALSE,0,FALSE
836,307055,292999566,11/11/2017,07:26,pm,128,2,57,1,407618265,FALSE,FALSE,0,FALSE
837,635670,296423487,11/11/2017,04:51,pm,1,0,0,0,657878250,FALSE,FALSE,0,FALSE
838,637435,309083565,11/11/2017,02:52,pm,29,0,5,2,166434724,FALSE,FALSE,0,FALSE
839,653854,889855369,11/11/2017,08:02,pm,48,2,19,0,646361120,FALSE,FALSE,0,FALSE
840,384315,990153485,11/11/2017,10:29,pm,101,2,25,2,957729814,FALSE,FALSE,0,FALSE
841,768303,195508602,11/11/2017,01:27,pm,111,1,49,8,756539339,FALSE,FALSE,0,FALSE
842,378080,169978154,11/11/2017,03:13,pm,20,1,7,1,740464703,FALSE,FALSE,0,FALSE
843,751011,921212075,11/11/2017,03:57,pm,14,2,2,1,163103974,FALSE,FALSE,0,FALSE
844,501592,813139418,11/11/2017,10:48,pm,19,1,1,0,219995864,FALSE,FALSE,0,FALSE
845,992045,809397713,11/11/2017,07:28,pm,8,1,4,0,262140028,FALSE,FALSE,0,FALSE
846,926730,466101619,11/11/2017,02:49,pm,98,3,39,0,348055889,FALSE,FALSE,0,FALSE
847,459105,301843443,11/11/2017,05:55,pm,104,0,10,3,603669811,TRUE,FALSE,0,FALSE
848,467376,164836386,11/11/2017,03:45,pm,266,1,13,26,601515128,FALSE,FALSE,0,FALSE
849,812335,263127175,11/11/2017,06:51,pm,32,1,8,2,657878250,FALSE,FALSE,0,FALSE
850,557413,343257421,11/11/2017,01:05,pm,69,2,13,6,458527391,TRUE,FALSE,0,FALSE
851,193194,926104048,11/11/2017,09:59,pm,24,2,3,0,506400287,FALSE,FALSE,0,FALSE
852,123937,710936338,11/11/2017,06:59,pm,115,0,51,11,900880529,FALSE,FALSE,0,FALSE
853,223932,741733688,11/11/2017,11:04,pm,49,1,7,4,247310624,FALSE,FALSE,0,FALSE
854,292969,261761308,11/11/2017,08:56,pm,139,0,34,13,780973707,FALSE,FALSE,0,FALSE
855,360446,541942070,11/11/2017,05:01,pm,155,1,54,12,528056848,FALSE,FALSE,0,FALSE
856,718320,648953801,11/11/2017,00:21,pm,148,0,22,2,419957084,FALSE,FALSE,0,FALSE
857,224480,156178766,11/11/2017,08:15,pm,35,1,15,2,567071529,FALSE,FALSE,0,FALSE
858,722098,941405119,11/11/2017,09:21,pm,143,1,50,2,538196524,FALSE,FALSE,0,FALSE
859,721643,165901126,11/11/2017,06:49,pm,48,1,14,4,569238009,FALSE,FALSE,0,FALSE
860,946336,909133650,11/11/2017,01:22,pm,98,1,19,1,741388796,FALSE,FALSE,0,FALSE
861,998151,837606879,11/11/2017,02:19,pm,20,1,5,0,298225462,TRUE,TRUE,25,FALSE
862,977006,570898375,11/11/2017,02:19,pm,235,2,58,16,711289848,TRUE,TRUE,40,FALSE
863,469178,975474439,11/11/2017,10:41,pm,63,1,22,1,743476291,FALSE,FALSE,0,FALSE
864,438758,265213875,11/11/2017,00:34,pm,126,1,12,5,631862932,FALSE,FALSE,0,FALSE
865,417993,755951987,11/11/2017,09:11,pm,142,0,7,12,586288334,FALSE,FALSE,0,FALSE
866,535976,705212201,11/11/2017,07:55,pm,109,1,32,2,750414919,FALSE,FALSE,0,FALSE
867,156571,375991094,11/11/2017,11:18,pm,136,2,20,9,169459651,TRUE,FALSE,0,FALSE
868,904649,495443864,11/11/2017,09:44,pm,149,1,22,2,331676477,FALSE,FALSE,0,FALSE
869,256029,627196884,11/11/2017,06:34,pm,141,0,70,5,681174482,FALSE,FALSE,0,FALSE
870,653755,204883148,11/11/2017,07:06,pm,123,0,36,12,308577497,TRUE,FALSE,0,FALSE
871,298684,929366525,11/11/2017,07:57,pm,28,0,11,0,804609254,FALSE,FALSE,0,FALSE
872,942048,351494826,11/11/2017,01:23,pm,73,1,10,6,926144922,FALSE,FALSE,0,FALSE
873,542415,312010993,11/11/2017,00:24,pm,115,1,23,6,446448882,FALSE,FALSE,0,FALSE
874,724903,989911335,11/11/2017,09:33,pm,93,1,9,8,179799832,FALSE,FALSE,0,FALSE
875,385864,251288744,11/11/2017,04:20,pm,39,2,7,1,603624418,FALSE,FALSE,0,FALSE
876,701739,610685742,11/11/2017,05:59,pm,90,0,36,2,586288334,FALSE,FALSE,0,FALSE
877,329855,803102213,11/11/2017,03:35,pm,60,1,12,5,760062606,FALSE,FALSE,0,FALSE
878,588878,818585423,11/11/2017,08:42,pm,27,1,12,1,642701876,FALSE,FALSE,0,FALSE
879,280700,335356524,11/11/2017,11:15,pm,119,1,11,1,727859075,FALSE,FALSE,0,FALSE
880,397455,214920218,11/11/2017,01:47,pm,60,2,24,1,659217426,TRUE,FALSE,0,FALSE
881,533578,780162413,11/11/2017,02:53,pm,33,0,11,1,612825154,FALSE,FALSE,0,FALSE
882,908213,388113329,11/11/2017,05:31,pm,35,0,17,3,967858644,FALSE,FALSE,0,FALSE
883,319359,833514297,11/11/2017,03:58,pm,53,0,2,2,458779351,FALSE,FALSE,0,FALSE
884,524806,141462624,11/11/2017,10:07,pm,44,0,8,3,916814186,FALSE,FALSE,0,FALSE
885,312032,119633058,11/11/2017,06:08,pm,280,2,56,14,215885449,FALSE,FALSE,0,FALSE
886,342565,149386782,11/11/2017,03:07,pm,124,0,37,4,829583520,FALSE,FALSE,0,FALSE
887,500784,695158318,11/11/2017,05:35,pm,90,0,22,1,917457487,FALSE,FALSE,0,FALSE
888,136268,622035395,11/11/2017,11:03,pm,175,1,8,12,529352584,FALSE,FALSE,0,FALSE
889,329671,751569353,11/11/2017,01:27,pm,77,0,19,7,320767177,FALSE,FALSE,0,FALSE
890,153186,155544299,11/11/2017,04:16,pm,1,1,0,0,913385829,FALSE,FALSE,0,FALSE
891,904792,328066353,11/11/2017,06:37,pm,78,2,23,6,621291253,FALSE,FALSE,0,FALSE
892,576530,953876130,11/11/2017,08:56,pm,20,0,2,2,269933430,FALSE,FALSE,0,FALSE
893,924501,289244598,11/11/2017,01:58,pm,39,1,9,2,119642362,FALSE,FALSE,0,FALSE
894,706483,283890119,11/11/2017,07:31,pm,11,2,3,0,658672846,FALSE,FALSE,0,FALSE
895,922320,399759786,11/11/2017,10:39,pm,18,1,8,0,431088599,FALSE,FALSE,0,FALSE
896,462105,554636902,11/11/2017,04:50,pm,196,0,39,15,588084683,FALSE,FALSE,0,FALSE
897,538863,380634518,11/11/2017,08:28,pm,152,1,53,9,546219426,FALSE,FALSE,0,FALSE
898,466110,539209138,11/11/2017,01:49,pm,58,1,14,1,467708310,FALSE,FALSE,0,FALSE
899,648050,656438477,11/11/2017,07:57,pm,93,0,37,9,823986367,FALSE,FALSE,0,FALSE
900,988970,682900331,11/11/2017,12:03,pm,49,1,17,2,916814186,FALSE,FALSE,0,FALSE
901,278500,899172354,11/11/2017,03:05,pm,122,0,6,6,776087423,FALSE,FALSE,0,FALSE
902,125035,956192564,11/11/2017,08:01,pm,48,1,24,3,205333358,FALSE,FALSE,0,FALSE
903,212955,562949955,11/11/2017,03:13,pm,32,1,16,2,498972492,FALSE,FALSE,0,FALSE
904,208875,117155012,11/11/2017,07:02,pm,216,1,86,17,777500194,FALSE,FALSE,0,FALSE
905,209861,813074967,11/11/2017,01:31,pm,148,1,51,14,498957457,FALSE,FALSE,0,FALSE
906,469061,864297480,11/11/2017,10:00,pm,59,0,5,4,150713674,FALSE,FALSE,0,FALSE
907,829918,990351211,11/11/2017,09:08,pm,80,0,12,5,179799832,FALSE,FALSE,0,FALSE
908,427660,887353532,11/11/2017,01:32,pm,15,0,0,0,507712054,FALSE,FALSE,0,FALSE
909,555624,482582578,11/11/2017,12:52,pm,82,2,32,0,589365989,FALSE,FALSE,0,FALSE
910,938826,286361541,11/11/2017,03:57,pm,5,1,1,0,624251203,FALSE,FALSE,0,FALSE
911,277792,464907597,11/11/2017,11:56,pm,41,1,10,2,642061950,FALSE,FALSE,0,FALSE
912,862596,947827007,11/11/2017,06:08,pm,65,2,3,6,965990441,FALSE,FALSE,0,FALSE
913,699163,190823140,11/11/2017,12:21,pm,107,0,42,6,314426257,FALSE,FALSE,0,FALSE
914,952339,429135460,11/11/2017,05:33,pm,91,1,40,9,815116470,FALSE,FALSE,0,FALSE
915,137793,832953413,11/11/2017,07:32,pm,74,0,37,4,566723761,FALSE,FALSE,0,FALSE
916,768420,236938714,11/11/2017,06:24,pm,86,2,43,5,810961247,TRUE,FALSE,0,FALSE
917,403095,964039818,11/11/2017,01:00,pm,134,0,67,6,260460335,TRUE,FALSE,0,FALSE
918,583427,679785397,11/11/2017,05:01,pm,13,1,1,0,194393365,FALSE,FALSE,0,FALSE
919,432194,658764751,11/11/2017,01:02,pm,109,3,38,10,446448882,FALSE,FALSE,0,FALSE
920,723863,642067432,11/11/2017,01:42,pm,12,1,2,0,540875198,FALSE,FALSE,0,FALSE
921,410188,687648581,11/11/2017,11:25,pm,151,0,75,4,976988154,FALSE,FALSE,0,FALSE
922,426237,257111393,11/11/2017,08:22,pm,152,1,68,4,936840513,FALSE,FALSE,0,FALSE
923,360140,336705665,11/11/2017,02:27,pm,55,4,22,5,399001756,FALSE,FALSE,0,FALSE
924,240277,669220907,11/11/2017,06:10,pm,17,0,8,1,383374723,FALSE,FALSE,0,FALSE
925,510679,913298868,11/11/2017,07:49,pm,104,1,31,2,766489739,FALSE,FALSE,0,FALSE
926,746668,499294521,11/11/2017,08:30,pm,88,1,8,6,726535575,FALSE,FALSE,0,FALSE
927,544250,474005636,11/11/2017,01:47,pm,67,0,6,4,642061950,FALSE,FALSE,0,FALSE
928,129406,485059048,11/11/2017,02:23,pm,243,2,109,19,642061950,FALSE,FALSE,0,FALSE
929,369784,447826904,11/11/2017,08:17,pm,68,2,20,4,229197977,FALSE,FALSE,0,FALSE
930,176015,383484292,11/11/2017,04:22,pm,37,1,14,2,824596015,FALSE,FALSE,0,FALSE
931,901249,970925101,11/11/2017,10:08,pm,32,1,1,1,456318030,FALSE,FALSE,0,FALSE
932,358064,820216893,11/11/2017,12:19,pm,13,1,4,0,506232123,FALSE,FALSE,0,FALSE
933,317011,771425208,11/11/2017,05:48,pm,59,2,14,1,595788808,FALSE,FALSE,0,FALSE
934,178967,599235481,11/11/2017,11:44,pm,162,2,81,14,639252378,TRUE,FALSE,0,FALSE
935,269180,852231875,11/11/2017,03:53,pm,124,4,55,3,863593659,FALSE,FALSE,0,FALSE
936,855398,478192660,11/11/2017,00:40,pm,117,2,23,9,860433462,FALSE,FALSE,0,FALSE
937,953788,999034802,11/11/2017,03:34,pm,33,1,4,2,927160301,FALSE,FALSE,0,FALSE
938,839249,857536908,11/11/2017,00:21,pm,40,1,8,3,606038504,FALSE,FALSE,0,FALSE
939,748874,528016526,11/11/2017,07:00,pm,137,0,6,10,306674244,FALSE,FALSE,0,FALSE
940,726131,895316641,11/11/2017,04:14,pm,38,0,3,3,555044039,FALSE,FALSE,0,FALSE
941,337274,819650935,11/11/2017,00:09,pm,0,1,0,0,529352584,FALSE,FALSE,0,FALSE
942,606585,789382845,11/11/2017,09:25,pm,144,2,43,10,153049529,FALSE,FALSE,0,FALSE
943,388720,564918079,11/11/2017,03:33,pm,65,1,16,6,331249878,FALSE,FALSE,0,FALSE
944,190169,514505841,11/11/2017,02:53,pm,71,4,3,1,139299450,TRUE,FALSE,0,FALSE
945,793054,672332984,11/11/2017,07:26,pm,227,2,34,11,878672449,FALSE,FALSE,0,FALSE
946,631277,608889238,11/11/2017,05:47,pm,46,0,11,2,954767903,FALSE,FALSE,0,FALSE
947,621103,585366166,11/11/2017,10:01,pm,26,3,7,2,776087423,FALSE,FALSE,0,FALSE
948,817320,717090328,11/11/2017,00:06,pm,108,2,48,10,972167608,FALSE,FALSE,0,FALSE
949,288240,395673298,11/11/2017,05:46,pm,122,0,6,10,304132499,FALSE,FALSE,0,FALSE
950,608880,613529245,11/11/2017,03:33,pm,15,0,4,0,287554630,FALSE,FALSE,0,FALSE
951,715412,954751127,11/11/2017,12:49,pm,8,1,1,0,941146322,FALSE,FALSE,0,FALSE
952,637376,945399692,11/11/2017,02:49,pm,48,1,24,3,533914427,FALSE,FALSE,0,FALSE
953,499612,447908876,11/11/2017,10:44,pm,7,1,0,0,638932976,FALSE,FALSE,0,FALSE
954,120898,549233480,11/11/2017,08:39,pm,71,0,24,2,247310624,TRUE,FALSE,0,FALSE
955,888022,283814339,11/11/2017,08:39,pm,213,3,95,10,931708422,FALSE,FALSE,0,FALSE
956,654065,899734195,11/11/2017,02:48,pm,10,1,1,0,301660733,FALSE,FALSE,0,FALSE
957,447443,489348248,11/11/2017,08:00,pm,249,0,87,7,274500815,FALSE,FALSE,0,FALSE
958,894827,543147316,11/11/2017,00:50,pm,16,0,1,1,493762252,FALSE,FALSE,0,FALSE
959,557559,333009788,11/11/2017,03:00,pm,112,2,5,7,213751871,FALSE,FALSE,0,FALSE
960,340693,281933811,11/11/2017,02:57,pm,177,1,88,15,260007214,TRUE,FALSE,0,FALSE
961,395709,159195320,11/11/2017,10:13,pm,100,0,40,9,549277747,TRUE,FALSE,0,FALSE
962,382027,750788197,11/11/2017,11:35,pm,52,0,7,3,613265581,FALSE,FALSE,0,FALSE
963,927855,252771950,11/11/2017,02:00,pm,87,1,26,1,137680854,FALSE,FALSE,0,FALSE
964,312809,724827557,11/11/2017,02:47,pm,47,2,21,1,630547142,FALSE,FALSE,0,FALSE
965,611446,597510132,11/11/2017,07:14,pm,41,3,10,3,122361946,FALSE,FALSE,0,FALSE
966,489045,324954596,11/11/2017,09:39,pm,138,0,20,11,802380591,TRUE,FALSE,0,FALSE
967,474982,908851343,11/11/2017,04:09,pm,26,1,2,0,392927904,FALSE,FALSE,0,FALSE
968,461950,225095959,11/11/2017,00:41,pm,59,0,8,3,242929152,FALSE,FALSE,0,FALSE
969,166620,654330255,11/11/2017,06:06,pm,60,0,15,2,855036767,FALSE,FALSE,0,FALSE
970,900322,499189233,11/11/2017,11:10,pm,101,3,50,9,671567487,FALSE,FALSE,0,FALSE
971,489193,793336858,11/11/2017,11:02,pm,3,1,0,0,750414919,TRUE,FALSE,0,FALSE
972,502474,445101892,11/11/2017,02:21,pm,111,1,44,11,681465236,FALSE,FALSE,0,FALSE
973,399223,505223895,11/11/2017,04:10,pm,60,0,3,6,833466198,FALSE,FALSE,0,FALSE
974,312245,347809491,11/11/2017,08:01,pm,191,1,28,15,908552405,FALSE,FALSE,0,FALSE
975,714382,495080755,11/11/2017,09:21,pm,20,0,9,0,562296983,FALSE,FALSE,0,FALSE
976,764001,492003110,11/11/2017,03:26,pm,18,2,2,0,263883295,FALSE,FALSE,0,FALSE
977,322989,469821737,11/11/2017,06:52,pm,1,0,0,0,545386643,FALSE,FALSE,0,FALSE
978,756182,392622393,11/11/2017,11:55,pm,74,1,25,2,423223913,FALSE,FALSE,0,FALSE
979,222411,368139259,11/11/2017,08:17,pm,121,1,48,1,858034003,FALSE,FALSE,0,FALSE
980,432288,772951603,11/11/2017,12:11,pm,116,1,52,11,897218296,FALSE,FALSE,0,FALSE
981,618308,821541365,11/11/2017,12:06,pm,143,1,42,1,741397487,FALSE,FALSE,0,FALSE
982,580747,238410231,11/11/2017,12:31,pm,153,2,53,9,113859582,FALSE,FALSE,0,FALSE
983,665700,294906389,11/11/2017,02:26,pm,313,0,125,21,833466198,FALSE,FALSE,0,FALSE
984,784444,757761278,11/11/2017,11:28,pm,27,0,13,1,659217426,FALSE,FALSE,0,FALSE
985,640698,965678624,11/11/2017,09:23,pm,29,1,2,1,287002585,FALSE,FALSE,0,FALSE
986,960092,117594686,11/11/2017,11:37,pm,79,2,27,7,121206950,FALSE,FALSE,0,FALSE
987,475999,710559687,11/11/2017,07:29,pm,139,3,20,4,498972492,FALSE,FALSE,0,FALSE
988,810270,489145945,11/11/2017,05:11,pm,136,1,13,9,699718449,FALSE,FALSE,0,FALSE
989,180684,867329633,11/11/2017,04:53,pm,35,1,5,2,891781807,FALSE,FALSE,0,FALSE
990,857340,681001676,11/11/2017,11:59,pm,101,1,50,7,403624757,FALSE,FALSE,0,FALSE
991,140013,272312685,11/11/2017,12:03,pm,52,3,15,1,613555392,FALSE,FALSE,0,FALSE
992,398773,293377959,11/11/2017,12:03,pm,8,1,4,0,489576680,FALSE,FALSE,0,FALSE
